Titre,Lien,Description,Type du bulletin,Date publication bulletin anssi,Editeur,Produits impactés,Versions concernés,CVE,CWE,CWE Description,CVSS Score,CVSS Severity,EPSS
Multiples vulnérabilités dans le noyau Linux de Debian LTS (03 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0002/,"De multiples vulnérabilités ont été découvertes dans le noyau Linux de Debian LTS. Elles permettent à un attaquant de provoquer une élévation de privilèges, une atteinte à la confidentialité des données et un déni de service.",Avis,2025-01-05,Debian,Debian,Debian LTS bullseye versions antérieures à 6.1.119-1~deb11u1,CVE-2024-41066,Non disponible,Non disponible,Non disponible,Non disponible,0.000420000
Multiples vulnérabilités dans le noyau Linux de Debian LTS (03 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0002/,"De multiples vulnérabilités ont été découvertes dans le noyau Linux de Debian LTS. Elles permettent à un attaquant de provoquer une élévation de privilèges, une atteinte à la confidentialité des données et un déni de service.",Avis,2025-01-05,Debian,Debian,Debian LTS bullseye versions antérieures à 6.1.119-1~deb11u1,CVE-2024-42157,Non disponible,Non disponible,Non disponible,Non disponible,0.000440000
Multiples vulnérabilités dans le noyau Linux de Debian LTS (03 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0002/,"De multiples vulnérabilités ont été découvertes dans le noyau Linux de Debian LTS. Elles permettent à un attaquant de provoquer une élévation de privilèges, une atteinte à la confidentialité des données et un déni de service.",Avis,2025-01-05,Debian,Debian,Debian LTS bullseye versions antérieures à 6.1.119-1~deb11u1,CVE-2024-42290,Non disponible,Non disponible,Non disponible,Non disponible,0.000440000
Multiples vulnérabilités dans le noyau Linux de Debian LTS (03 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0002/,"De multiples vulnérabilités ont été découvertes dans le noyau Linux de Debian LTS. Elles permettent à un attaquant de provoquer une élévation de privilèges, une atteinte à la confidentialité des données et un déni de service.",Avis,2025-01-05,Debian,Debian,Debian LTS bullseye versions antérieures à 6.1.119-1~deb11u1,CVE-2024-44998,Non disponible,Non disponible,Non disponible,Non disponible,0.000420000
Multiples vulnérabilités dans le noyau Linux de Debian LTS (03 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0002/,"De multiples vulnérabilités ont été découvertes dans le noyau Linux de Debian LTS. Elles permettent à un attaquant de provoquer une élévation de privilèges, une atteinte à la confidentialité des données et un déni de service.",Avis,2025-01-05,Debian,Debian,Debian LTS bullseye versions antérieures à 6.1.119-1~deb11u1,CVE-2024-42246,Non disponible,Non disponible,Non disponible,Non disponible,0.000420000
Multiples vulnérabilités dans le noyau Linux de Debian LTS (03 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0002/,"De multiples vulnérabilités ont été découvertes dans le noyau Linux de Debian LTS. Elles permettent à un attaquant de provoquer une élévation de privilèges, une atteinte à la confidentialité des données et un déni de service.",Avis,2025-01-05,Debian,Debian,Debian LTS bullseye versions antérieures à 6.1.119-1~deb11u1,CVE-2024-46738,Non disponible,Non disponible,Non disponible,Non disponible,0.000420000
Multiples vulnérabilités dans le noyau Linux de Debian LTS (03 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0002/,"De multiples vulnérabilités ont été découvertes dans le noyau Linux de Debian LTS. Elles permettent à un attaquant de provoquer une élévation de privilèges, une atteinte à la confidentialité des données et un déni de service.",Avis,2025-01-05,Debian,Debian,Debian LTS bullseye versions antérieures à 6.1.119-1~deb11u1,CVE-2024-47679,Non disponible,Non disponible,Non disponible,Non disponible,0.000420000
Multiples vulnérabilités dans le noyau Linux de Debian LTS (03 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0002/,"De multiples vulnérabilités ont été découvertes dans le noyau Linux de Debian LTS. Elles permettent à un attaquant de provoquer une élévation de privilèges, une atteinte à la confidentialité des données et un déni de service.",Avis,2025-01-05,Debian,Debian,Debian LTS bullseye versions antérieures à 6.1.119-1~deb11u1,CVE-2024-41097,Non disponible,Non disponible,Non disponible,Non disponible,0.000420000
Multiples vulnérabilités dans le noyau Linux de Debian LTS (03 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0002/,"De multiples vulnérabilités ont été découvertes dans le noyau Linux de Debian LTS. Elles permettent à un attaquant de provoquer une élévation de privilèges, une atteinte à la confidentialité des données et un déni de service.",Avis,2025-01-05,Debian,Debian,Debian LTS bullseye versions antérieures à 6.1.119-1~deb11u1,CVE-2024-42096,Non disponible,Non disponible,Non disponible,Non disponible,0.000440000
Multiples vulnérabilités dans le noyau Linux de Debian LTS (03 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0002/,"De multiples vulnérabilités ont été découvertes dans le noyau Linux de Debian LTS. Elles permettent à un attaquant de provoquer une élévation de privilèges, une atteinte à la confidentialité des données et un déni de service.",Avis,2025-01-05,Debian,Debian,Debian LTS bullseye versions antérieures à 6.1.119-1~deb11u1,CVE-2024-49907,Non disponible,Non disponible,Non disponible,Non disponible,0.000420000
Multiples vulnérabilités dans le noyau Linux de Debian LTS (03 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0002/,"De multiples vulnérabilités ont été découvertes dans le noyau Linux de Debian LTS. Elles permettent à un attaquant de provoquer une élévation de privilèges, une atteinte à la confidentialité des données et un déni de service.",Avis,2025-01-05,Debian,Debian,Debian LTS bullseye versions antérieures à 6.1.119-1~deb11u1,CVE-2024-50292,Non disponible,Non disponible,Non disponible,Non disponible,0.000420000
Multiples vulnérabilités dans le noyau Linux de Debian LTS (03 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0002/,"De multiples vulnérabilités ont été découvertes dans le noyau Linux de Debian LTS. Elles permettent à un attaquant de provoquer une élévation de privilèges, une atteinte à la confidentialité des données et un déni de service.",Avis,2025-01-05,Debian,Debian,Debian LTS bullseye versions antérieures à 6.1.119-1~deb11u1,CVE-2024-45006,Non disponible,Non disponible,Non disponible,Non disponible,0.000420000
Multiples vulnérabilités dans le noyau Linux de Debian LTS (03 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0002/,"De multiples vulnérabilités ont été découvertes dans le noyau Linux de Debian LTS. Elles permettent à un attaquant de provoquer une élévation de privilèges, une atteinte à la confidentialité des données et un déni de service.",Avis,2025-01-05,Debian,Debian,Debian LTS bullseye versions antérieures à 6.1.119-1~deb11u1,CVE-2024-47699,Non disponible,Non disponible,Non disponible,Non disponible,0.000420000
Multiples vulnérabilités dans le noyau Linux de Debian LTS (03 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0002/,"De multiples vulnérabilités ont été découvertes dans le noyau Linux de Debian LTS. Elles permettent à un attaquant de provoquer une élévation de privilèges, une atteinte à la confidentialité des données et un déni de service.",Avis,2025-01-05,Debian,Debian,Debian LTS bullseye versions antérieures à 6.1.119-1~deb11u1,CVE-2024-47728,Non disponible,Non disponible,Non disponible,Non disponible,0.000420000
Multiples vulnérabilités dans le noyau Linux de Debian LTS (03 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0002/,"De multiples vulnérabilités ont été découvertes dans le noyau Linux de Debian LTS. Elles permettent à un attaquant de provoquer une élévation de privilèges, une atteinte à la confidentialité des données et un déni de service.",Avis,2025-01-05,Debian,Debian,Debian LTS bullseye versions antérieures à 6.1.119-1~deb11u1,CVE-2024-50096,Non disponible,Non disponible,Non disponible,Non disponible,0.000430000
Multiples vulnérabilités dans le noyau Linux de Debian LTS (03 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0002/,"De multiples vulnérabilités ont été découvertes dans le noyau Linux de Debian LTS. Elles permettent à un attaquant de provoquer une élévation de privilèges, une atteinte à la confidentialité des données et un déni de service.",Avis,2025-01-05,Debian,Debian,Debian LTS bullseye versions antérieures à 6.1.119-1~deb11u1,CVE-2024-53106,Non disponible,Non disponible,Non disponible,Non disponible,0.000450000
Multiples vulnérabilités dans le noyau Linux de Debian LTS (03 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0002/,"De multiples vulnérabilités ont été découvertes dans le noyau Linux de Debian LTS. Elles permettent à un attaquant de provoquer une élévation de privilèges, une atteinte à la confidentialité des données et un déni de service.",Avis,2025-01-05,Debian,Debian,Debian LTS bullseye versions antérieures à 6.1.119-1~deb11u1,CVE-2024-42309,Non disponible,Non disponible,Non disponible,Non disponible,0.000420000
Multiples vulnérabilités dans le noyau Linux de Debian LTS (03 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0002/,"De multiples vulnérabilités ont été découvertes dans le noyau Linux de Debian LTS. Elles permettent à un attaquant de provoquer une élévation de privilèges, une atteinte à la confidentialité des données et un déni de service.",Avis,2025-01-05,Debian,Debian,Debian LTS bullseye versions antérieures à 6.1.119-1~deb11u1,CVE-2024-42127,Non disponible,Non disponible,Non disponible,Non disponible,0.000440000
Multiples vulnérabilités dans le noyau Linux de Debian LTS (03 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0002/,"De multiples vulnérabilités ont été découvertes dans le noyau Linux de Debian LTS. Elles permettent à un attaquant de provoquer une élévation de privilèges, une atteinte à la confidentialité des données et un déni de service.",Avis,2025-01-05,Debian,Debian,Debian LTS bullseye versions antérieures à 6.1.119-1~deb11u1,CVE-2024-43911,Non disponible,Non disponible,Non disponible,Non disponible,0.000420000
Multiples vulnérabilités dans le noyau Linux de Debian LTS (03 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0002/,"De multiples vulnérabilités ont été découvertes dans le noyau Linux de Debian LTS. Elles permettent à un attaquant de provoquer une élévation de privilèges, une atteinte à la confidentialité des données et un déni de service.",Avis,2025-01-05,Debian,Debian,Debian LTS bullseye versions antérieures à 6.1.119-1~deb11u1,CVE-2024-50127,Non disponible,Non disponible,Non disponible,Non disponible,0.000420000
Multiples vulnérabilités dans le noyau Linux de Debian LTS (03 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0002/,"De multiples vulnérabilités ont été découvertes dans le noyau Linux de Debian LTS. Elles permettent à un attaquant de provoquer une élévation de privilèges, une atteinte à la confidentialité des données et un déni de service.",Avis,2025-01-05,Debian,Debian,Debian LTS bullseye versions antérieures à 6.1.119-1~deb11u1,CVE-2024-49954,Non disponible,Non disponible,Non disponible,Non disponible,0.000420000
Multiples vulnérabilités dans le noyau Linux de Debian LTS (03 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0002/,"De multiples vulnérabilités ont été découvertes dans le noyau Linux de Debian LTS. Elles permettent à un attaquant de provoquer une élévation de privilèges, une atteinte à la confidentialité des données et un déni de service.",Avis,2025-01-05,Debian,Debian,Debian LTS bullseye versions antérieures à 6.1.119-1~deb11u1,CVE-2024-49859,Non disponible,Non disponible,Non disponible,Non disponible,0.000420000
Multiples vulnérabilités dans le noyau Linux de Debian LTS (03 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0002/,"De multiples vulnérabilités ont été découvertes dans le noyau Linux de Debian LTS. Elles permettent à un attaquant de provoquer une élévation de privilèges, une atteinte à la confidentialité des données et un déni de service.",Avis,2025-01-05,Debian,Debian,Debian LTS bullseye versions antérieures à 6.1.119-1~deb11u1,CVE-2024-50008,Non disponible,Non disponible,Non disponible,Non disponible,0.000420000
Multiples vulnérabilités dans le noyau Linux de Debian LTS (03 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0002/,"De multiples vulnérabilités ont été découvertes dans le noyau Linux de Debian LTS. Elles permettent à un attaquant de provoquer une élévation de privilèges, une atteinte à la confidentialité des données et un déni de service.",Avis,2025-01-05,Debian,Debian,Debian LTS bullseye versions antérieures à 6.1.119-1~deb11u1,CVE-2024-40939,Non disponible,Non disponible,Non disponible,Non disponible,0.000450000
Multiples vulnérabilités dans le noyau Linux de Debian LTS (03 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0002/,"De multiples vulnérabilités ont été découvertes dans le noyau Linux de Debian LTS. Elles permettent à un attaquant de provoquer une élévation de privilèges, une atteinte à la confidentialité des données et un déni de service.",Avis,2025-01-05,Debian,Debian,Debian LTS bullseye versions antérieures à 6.1.119-1~deb11u1,CVE-2024-50278,Non disponible,Non disponible,Non disponible,Non disponible,0.000420000
Multiples vulnérabilités dans le noyau Linux de Debian LTS (03 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0002/,"De multiples vulnérabilités ont été découvertes dans le noyau Linux de Debian LTS. Elles permettent à un attaquant de provoquer une élévation de privilèges, une atteinte à la confidentialité des données et un déni de service.",Avis,2025-01-05,Debian,Debian,Debian LTS bullseye versions antérieures à 6.1.119-1~deb11u1,CVE-2024-50001,Non disponible,Non disponible,Non disponible,Non disponible,0.000420000
Multiples vulnérabilités dans le noyau Linux de Debian LTS (03 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0002/,"De multiples vulnérabilités ont été découvertes dans le noyau Linux de Debian LTS. Elles permettent à un attaquant de provoquer une élévation de privilèges, une atteinte à la confidentialité des données et un déni de service.",Avis,2025-01-05,Debian,Debian,Debian LTS bullseye versions antérieures à 6.1.119-1~deb11u1,CVE-2024-41071,Non disponible,Non disponible,Non disponible,Non disponible,0.000420000
Multiples vulnérabilités dans le noyau Linux de Debian LTS (03 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0002/,"De multiples vulnérabilités ont été découvertes dans le noyau Linux de Debian LTS. Elles permettent à un attaquant de provoquer une élévation de privilèges, une atteinte à la confidentialité des données et un déni de service.",Avis,2025-01-05,Debian,Debian,Debian LTS bullseye versions antérieures à 6.1.119-1~deb11u1,CVE-2024-42238,Non disponible,Non disponible,Non disponible,Non disponible,0.000420000
Multiples vulnérabilités dans le noyau Linux de Debian LTS (03 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0002/,"De multiples vulnérabilités ont été découvertes dans le noyau Linux de Debian LTS. Elles permettent à un attaquant de provoquer une élévation de privilèges, une atteinte à la confidentialité des données et un déni de service.",Avis,2025-01-05,Debian,Debian,Debian LTS bullseye versions antérieures à 6.1.119-1~deb11u1,CVE-2024-43890,Non disponible,Non disponible,Non disponible,Non disponible,0.000420000
Multiples vulnérabilités dans le noyau Linux de Debian LTS (03 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0002/,"De multiples vulnérabilités ont été découvertes dans le noyau Linux de Debian LTS. Elles permettent à un attaquant de provoquer une élévation de privilèges, une atteinte à la confidentialité des données et un déni de service.",Avis,2025-01-05,Debian,Debian,Debian LTS bullseye versions antérieures à 6.1.119-1~deb11u1,CVE-2024-43868,Non disponible,Non disponible,Non disponible,Non disponible,0.000450000
Multiples vulnérabilités dans le noyau Linux de Debian LTS (03 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0002/,"De multiples vulnérabilités ont été découvertes dans le noyau Linux de Debian LTS. Elles permettent à un attaquant de provoquer une élévation de privilèges, une atteinte à la confidentialité des données et un déni de service.",Avis,2025-01-05,Debian,Debian,Debian LTS bullseye versions antérieures à 6.1.119-1~deb11u1,CVE-2024-42245,Non disponible,Non disponible,Non disponible,Non disponible,0.000420000
Multiples vulnérabilités dans le noyau Linux de Debian LTS (03 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0002/,"De multiples vulnérabilités ont été découvertes dans le noyau Linux de Debian LTS. Elles permettent à un attaquant de provoquer une élévation de privilèges, une atteinte à la confidentialité des données et un déni de service.",Avis,2025-01-05,Debian,Debian,Debian LTS bullseye versions antérieures à 6.1.119-1~deb11u1,CVE-2024-46725,Non disponible,Non disponible,Non disponible,Non disponible,0.000420000
Multiples vulnérabilités dans le noyau Linux de Debian LTS (03 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0002/,"De multiples vulnérabilités ont été découvertes dans le noyau Linux de Debian LTS. Elles permettent à un attaquant de provoquer une élévation de privilèges, une atteinte à la confidentialité des données et un déni de service.",Avis,2025-01-05,Debian,Debian,Debian LTS bullseye versions antérieures à 6.1.119-1~deb11u1,CVE-2024-50234,Non disponible,Non disponible,Non disponible,Non disponible,0.000420000
Multiples vulnérabilités dans le noyau Linux de Debian LTS (03 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0002/,"De multiples vulnérabilités ont été découvertes dans le noyau Linux de Debian LTS. Elles permettent à un attaquant de provoquer une élévation de privilèges, une atteinte à la confidentialité des données et un déni de service.",Avis,2025-01-05,Debian,Debian,Debian LTS bullseye versions antérieures à 6.1.119-1~deb11u1,CVE-2024-42259,Non disponible,Non disponible,Non disponible,Non disponible,0.000420000
Multiples vulnérabilités dans le noyau Linux de Debian LTS (03 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0002/,"De multiples vulnérabilités ont été découvertes dans le noyau Linux de Debian LTS. Elles permettent à un attaquant de provoquer une élévation de privilèges, une atteinte à la confidentialité des données et un déni de service.",Avis,2025-01-05,Debian,Debian,Debian LTS bullseye versions antérieures à 6.1.119-1~deb11u1,CVE-2024-43893,Non disponible,Non disponible,Non disponible,Non disponible,0.000420000
Multiples vulnérabilités dans le noyau Linux de Debian LTS (03 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0002/,"De multiples vulnérabilités ont été découvertes dans le noyau Linux de Debian LTS. Elles permettent à un attaquant de provoquer une élévation de privilèges, une atteinte à la confidentialité des données et un déni de service.",Avis,2025-01-05,Debian,Debian,Debian LTS bullseye versions antérieures à 6.1.119-1~deb11u1,CVE-2024-41059,Non disponible,Non disponible,Non disponible,Non disponible,0.000420000
Multiples vulnérabilités dans le noyau Linux de Debian LTS (03 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0002/,"De multiples vulnérabilités ont été découvertes dans le noyau Linux de Debian LTS. Elles permettent à un attaquant de provoquer une élévation de privilèges, une atteinte à la confidentialité des données et un déni de service.",Avis,2025-01-05,Debian,Debian,Debian LTS bullseye versions antérieures à 6.1.119-1~deb11u1,CVE-2024-47707,Non disponible,Non disponible,Non disponible,Non disponible,0.000420000
Multiples vulnérabilités dans le noyau Linux de Debian LTS (03 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0002/,"De multiples vulnérabilités ont été découvertes dans le noyau Linux de Debian LTS. Elles permettent à un attaquant de provoquer une élévation de privilèges, une atteinte à la confidentialité des données et un déni de service.",Avis,2025-01-05,Debian,Debian,Debian LTS bullseye versions antérieures à 6.1.119-1~deb11u1,CVE-2024-40947,Non disponible,Non disponible,Non disponible,Non disponible,0.000440000
Multiples vulnérabilités dans le noyau Linux de Debian LTS (03 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0002/,"De multiples vulnérabilités ont été découvertes dans le noyau Linux de Debian LTS. Elles permettent à un attaquant de provoquer une élévation de privilèges, une atteinte à la confidentialité des données et un déni de service.",Avis,2025-01-05,Debian,Debian,Debian LTS bullseye versions antérieures à 6.1.119-1~deb11u1,CVE-2024-39501,Non disponible,Non disponible,Non disponible,Non disponible,0.000440000
Multiples vulnérabilités dans le noyau Linux de Debian LTS (03 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0002/,"De multiples vulnérabilités ont été découvertes dans le noyau Linux de Debian LTS. Elles permettent à un attaquant de provoquer une élévation de privilèges, une atteinte à la confidentialité des données et un déni de service.",Avis,2025-01-05,Debian,Debian,Debian LTS bullseye versions antérieures à 6.1.119-1~deb11u1,CVE-2024-40929,Non disponible,Non disponible,Non disponible,Non disponible,0.000440000
Multiples vulnérabilités dans le noyau Linux de Debian LTS (03 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0002/,"De multiples vulnérabilités ont été découvertes dans le noyau Linux de Debian LTS. Elles permettent à un attaquant de provoquer une élévation de privilèges, une atteinte à la confidentialité des données et un déni de service.",Avis,2025-01-05,Debian,Debian,Debian LTS bullseye versions antérieures à 6.1.119-1~deb11u1,CVE-2024-49991,Non disponible,Non disponible,Non disponible,Non disponible,0.000420000
Multiples vulnérabilités dans le noyau Linux de Debian LTS (03 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0002/,"De multiples vulnérabilités ont été découvertes dans le noyau Linux de Debian LTS. Elles permettent à un attaquant de provoquer une élévation de privilèges, une atteinte à la confidentialité des données et un déni de service.",Avis,2025-01-05,Debian,Debian,Debian LTS bullseye versions antérieures à 6.1.119-1~deb11u1,CVE-2024-45025,Non disponible,Non disponible,Non disponible,Non disponible,0.000420000
Multiples vulnérabilités dans le noyau Linux de Debian LTS (03 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0002/,"De multiples vulnérabilités ont été découvertes dans le noyau Linux de Debian LTS. Elles permettent à un attaquant de provoquer une élévation de privilèges, une atteinte à la confidentialité des données et un déni de service.",Avis,2025-01-05,Debian,Debian,Debian LTS bullseye versions antérieures à 6.1.119-1~deb11u1,CVE-2024-49935,Non disponible,Non disponible,Non disponible,Non disponible,0.000420000
Multiples vulnérabilités dans le noyau Linux de Debian LTS (03 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0002/,"De multiples vulnérabilités ont été découvertes dans le noyau Linux de Debian LTS. Elles permettent à un attaquant de provoquer une élévation de privilèges, une atteinte à la confidentialité des données et un déni de service.",Avis,2025-01-05,Debian,Debian,Debian LTS bullseye versions antérieures à 6.1.119-1~deb11u1,CVE-2024-42280,Non disponible,Non disponible,Non disponible,Non disponible,0.000420000
Multiples vulnérabilités dans le noyau Linux de Debian LTS (03 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0002/,"De multiples vulnérabilités ont été découvertes dans le noyau Linux de Debian LTS. Elles permettent à un attaquant de provoquer une élévation de privilèges, une atteinte à la confidentialité des données et un déni de service.",Avis,2025-01-05,Debian,Debian,Debian LTS bullseye versions antérieures à 6.1.119-1~deb11u1,CVE-2024-44939,Non disponible,Non disponible,Non disponible,Non disponible,0.000420000
Multiples vulnérabilités dans le noyau Linux de Debian LTS (03 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0002/,"De multiples vulnérabilités ont été découvertes dans le noyau Linux de Debian LTS. Elles permettent à un attaquant de provoquer une élévation de privilèges, une atteinte à la confidentialité des données et un déni de service.",Avis,2025-01-05,Debian,Debian,Debian LTS bullseye versions antérieures à 6.1.119-1~deb11u1,CVE-2024-43837,Non disponible,Non disponible,Non disponible,Non disponible,0.000420000
Multiples vulnérabilités dans le noyau Linux de Debian LTS (03 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0002/,"De multiples vulnérabilités ont été découvertes dans le noyau Linux de Debian LTS. Elles permettent à un attaquant de provoquer une élévation de privilèges, une atteinte à la confidentialité des données et un déni de service.",Avis,2025-01-05,Debian,Debian,Debian LTS bullseye versions antérieures à 6.1.119-1~deb11u1,CVE-2024-47698,Non disponible,Non disponible,Non disponible,Non disponible,0.000420000
Multiples vulnérabilités dans le noyau Linux de Debian LTS (03 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0002/,"De multiples vulnérabilités ont été découvertes dans le noyau Linux de Debian LTS. Elles permettent à un attaquant de provoquer une élévation de privilèges, une atteinte à la confidentialité des données et un déni de service.",Avis,2025-01-05,Debian,Debian,Debian LTS bullseye versions antérieures à 6.1.119-1~deb11u1,CVE-2024-46829,Non disponible,Non disponible,Non disponible,Non disponible,0.000420000
Multiples vulnérabilités dans le noyau Linux de Debian LTS (03 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0002/,"De multiples vulnérabilités ont été découvertes dans le noyau Linux de Debian LTS. Elles permettent à un attaquant de provoquer une élévation de privilèges, une atteinte à la confidentialité des données et un déni de service.",Avis,2025-01-05,Debian,Debian,Debian LTS bullseye versions antérieures à 6.1.119-1~deb11u1,CVE-2024-42068,Non disponible,Non disponible,Non disponible,Non disponible,0.000420000
Multiples vulnérabilités dans le noyau Linux de Debian LTS (03 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0002/,"De multiples vulnérabilités ont été découvertes dans le noyau Linux de Debian LTS. Elles permettent à un attaquant de provoquer une élévation de privilèges, une atteinte à la confidentialité des données et un déni de service.",Avis,2025-01-05,Debian,Debian,Debian LTS bullseye versions antérieures à 6.1.119-1~deb11u1,CVE-2024-50199,Non disponible,Non disponible,Non disponible,Non disponible,0.000440000
Multiples vulnérabilités dans le noyau Linux de Debian LTS (03 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0002/,"De multiples vulnérabilités ont été découvertes dans le noyau Linux de Debian LTS. Elles permettent à un attaquant de provoquer une élévation de privilèges, une atteinte à la confidentialité des données et un déni de service.",Avis,2025-01-05,Debian,Debian,Debian LTS bullseye versions antérieures à 6.1.119-1~deb11u1,CVE-2024-26954,Non disponible,Non disponible,Non disponible,Non disponible,0.000450000
Multiples vulnérabilités dans le noyau Linux de Debian LTS (03 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0002/,"De multiples vulnérabilités ont été découvertes dans le noyau Linux de Debian LTS. Elles permettent à un attaquant de provoquer une élévation de privilèges, une atteinte à la confidentialité des données et un déni de service.",Avis,2025-01-05,Debian,Debian,Debian LTS bullseye versions antérieures à 6.1.119-1~deb11u1,CVE-2024-41079,Non disponible,Non disponible,Non disponible,Non disponible,0.000450000
Multiples vulnérabilités dans le noyau Linux de Debian LTS (03 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0002/,"De multiples vulnérabilités ont été découvertes dans le noyau Linux de Debian LTS. Elles permettent à un attaquant de provoquer une élévation de privilèges, une atteinte à la confidentialité des données et un déni de service.",Avis,2025-01-05,Debian,Debian,Debian LTS bullseye versions antérieures à 6.1.119-1~deb11u1,CVE-2024-41064,Non disponible,Non disponible,Non disponible,Non disponible,0.000420000
Multiples vulnérabilités dans le noyau Linux de Debian LTS (03 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0002/,"De multiples vulnérabilités ont été découvertes dans le noyau Linux de Debian LTS. Elles permettent à un attaquant de provoquer une élévation de privilèges, une atteinte à la confidentialité des données et un déni de service.",Avis,2025-01-05,Debian,Debian,Debian LTS bullseye versions antérieures à 6.1.119-1~deb11u1,CVE-2024-43869,Non disponible,Non disponible,Non disponible,Non disponible,0.000450000
Multiples vulnérabilités dans le noyau Linux de Debian LTS (03 janvier 2025),https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0002/,"De multiples vulnérabilités ont été découvertes dans le noyau Linux de Debian LTS. Elles permettent à un attaquant de provoquer une élévation de privilèges, une atteinte à la confidentialité des données et un déni de service.",Avis,2025-01-05,Debian,Debian,Debian LTS bullseye versions antérieures à 6.1.119-1~deb11u1,CVE-2024-49855,Non disponible,Non disponible,Non disponible,Non disponible,0.000420000
